case_id,dsc_NCR/NET,dsc_Edema,dsc_Enhancing Tumor,mean_dsc
,0.7198368906974792,0.9404162168502808,0.7013019323348999,0.78718501329422
,0.45933014154434204,0.93914395570755,0.9641157984733582,0.7875299652417501
,0.6838156580924988,0.755216121673584,0.9341087341308594,0.7910468379656473
,0.782821536064148,0.7607489228248596,0.8297461271286011,0.7911055286725363
,0.8376694321632385,0.8083628416061401,0.7339244484901428,0.7933189074198405
,0.7728098034858704,0.83437579870224,0.7877544164657593,0.7983133395512899
,0.9153980612754822,0.5129671692848206,0.9685125946998596,0.7989592750867208
,0.6268656849861145,0.8877660036087036,0.8947001099586487,0.8031105995178223
,0.7016245126724243,0.7754935622215271,0.9333406090736389,0.8034862279891968
,0.5659301280975342,0.9203713536262512,0.9545751810073853,0.8136255542437235
,0.7431192398071289,0.8229869604110718,0.8863993883132935,0.8175018628438314
,0.7227723002433777,0.8168184757232666,0.9139072895050049,0.8178326884905497
,0.7118141651153564,0.8685869574546814,0.8752045631408691,0.8185352285703024
,0.7920815944671631,0.7886144518852234,0.8809696435928345,0.8205552299817404
,0.9014944434165955,0.7560946941375732,nan,0.8287945687770844
,0.8609230518341064,0.7855827808380127,0.842999279499054,0.829835037390391
,0.7772139310836792,0.8481556177139282,0.870241105556488,0.8318702181180319
,0.7970806360244751,0.931879460811615,0.7681716084480286,0.8323772350947062
,0.6342015862464905,0.9492428302764893,0.9512524604797363,0.8448989590009054
,0.8581590056419373,0.7721418738365173,0.9057552814483643,0.845352053642273
,0.9747778177261353,0.6082838177680969,0.9538724422454834,0.8456446925799052
,0.8427996635437012,0.8927974700927734,0.8159255385398865,0.8505075573921204
,0.8008919954299927,0.9333443641662598,0.8240265250205994,0.8527542948722839
,0.7301569581031799,0.9453977346420288,0.885793149471283,0.8537826140721639
,0.8516742587089539,0.8818948864936829,0.8321104049682617,0.8552265167236328
,0.9443230628967285,0.8456841707229614,0.8201396465301514,0.8700489600499471
,0.6871369481086731,0.9697936177253723,0.9698774814605713,0.8756026824315389
,0.8532655835151672,0.9203916788101196,0.8592569231987,0.877638061841329
,0.9177229404449463,0.8541582226753235,0.8618484139442444,0.8779098590215048
,0.8560693264007568,0.8877214789390564,0.8918254375457764,0.8785387476285299
,0.7308188676834106,0.940865695476532,0.9733482599258423,0.8816776076952616
,0.8673719167709351,0.8548980355262756,0.9270116090774536,0.8830938537915548
,0.8748959898948669,0.8933568000793457,0.8889102339744568,0.8857210079828898
,0.9825546741485596,0.8384162783622742,0.8636539578437805,0.8948749701182047
,0.9769657850265503,0.7986931800842285,0.9328233599662781,0.9028274416923523
